data_status,msn,statecode,year,data
2024,CYCAS,GA,2020,74.6
2024,CYCAS,GA,2021,72.9
2024,CYCAS,GA,2022,73.4
2024,CYCAS,GA,2023,76.2
2024,CYCAS,GA,2024,71.1
2024,DAACB,GA,2020,195618
2024,DAACB,GA,2021,194652
2024,DAACB,GA,2022,187757
2024,DAACB,GA,2023,206225
2024,DAACB,GA,2024,193538
2024,DAACP,GA,2020,33984
2024,DAACP,GA,2021,33798
2024,DAACP,GA,2022,32596
2024,DAACP,GA,2023,35825
2024,DAACP,GA,2024,33625
2024,DACCB,GA,2020,6220
2024,DACCB,GA,2021,7425
2024,DACCB,GA,2022,7518
2024,DACCB,GA,2023,6973
2024,DACCB,GA,2024,7092
2024,DACCP,GA,2020,1078
2024,DACCP,GA,2021,1287
2024,DACCP,GA,2022,1303
2024,DACCP,GA,2023,1209
2024,DACCP,GA,2024,1229
2024,DAEIB,GA,2020,606
2024,DAEIB,GA,2021,862
2024,DAEIB,GA,2022,2178
2024,DAEIB,GA,2023,453
2024,DAEIB,GA,2024,1008
2024,DAEIP,GA,2020,103
2024,DAEIP,GA,2021,150
2024,DAEIP,GA,2022,378
2024,DAEIP,GA,2023,79
2024,DAEIP,GA,2024,175
2024,DAICB,GA,2020,21905
2024,DAICB,GA,2021,29500
2024,DAICB,GA,2022,29822
2024,DAICB,GA,2023,29106
2024,DAICB,GA,2024,28245
2024,DAICP,GA,2020,3806
2024,DAICP,GA,2021,5118
2024,DAICP,GA,2022,5173
2024,DAICP,GA,2023,5050
2024,DAICP,GA,2024,4900
2024,DARCB,GA,2020,57
2024,DARCB,GA,2021,82
2024,DARCB,GA,2022,84
2024,DARCB,GA,2023,78
2024,DARCB,GA,2024,78
2024,DARCP,GA,2020,10
2024,DARCP,GA,2021,14
2024,DARCP,GA,2022,15
2024,DARCP,GA,2023,14
2024,DARCP,GA,2024,14
2024,DATCB,GA,2020,224406
2024,DATCB,GA,2021,232521
2024,DATCB,GA,2022,227359
2024,DATCB,GA,2023,242835
2024,DATCB,GA,2024,229962
2024,DATCP,GA,2020,38981
2024,DATCP,GA,2021,40367
2024,DATCP,GA,2022,39464
2024,DATCP,GA,2023,42175
2024,DATCP,GA,2024,39943
2024,DFACB,GA,2020,195618
2024,DFACB,GA,2021,191942
2024,DFACB,GA,2022,185292
2024,DFACB,GA,2023,202241
2024,DFACB,GA,2024,189501
2024,DFACD,GA,2020,17.47
2024,DFACD,GA,2021,22.33
2024,DFACD,GA,2022,34.61
2024,DFACD,GA,2023,29.19
2024,DFACD,GA,2024,26.34
2024,DFACP,GA,2020,33984
2024,DFACP,GA,2021,33292
2024,DFACP,GA,2022,32136
2024,DFACP,GA,2023,35082
2024,DFACP,GA,2024,32871
2024,DFACV,GA,2020,3417.6
2024,DFACV,GA,2021,4346.3
2024,DFACV,GA,2022,6497.4
2024,DFACV,GA,2023,6019.2
2024,DFACV,GA,2024,5097.5
2024,DFASB,GA,2020,195618
2024,DFASB,GA,2021,194652
2024,DFASB,GA,2022,187757
2024,DFASB,GA,2023,206225
2024,DFASB,GA,2024,193538
2024,DFCCB,GA,2020,6220
2024,DFCCB,GA,2021,7425
2024,DFCCB,GA,2022,7518
2024,DFCCB,GA,2023,6973
2024,DFCCB,GA,2024,7092
2024,DFCCD,GA,2020,10.42
2024,DFCCD,GA,2021,15.86
2024,DFCCD,GA,2022,27.75
2024,DFCCD,GA,2023,21.97
2024,DFCCD,GA,2024,19.22
2024,DFCCP,GA,2020,1078
2024,DFCCP,GA,2021,1287
2024,DFCCP,GA,2022,1303
2024,DFCCP,GA,2023,1209
2024,DFCCP,GA,2024,1229
2024,DFCCV,GA,2020,64.8
2024,DFCCV,GA,2021,117.8
2024,DFCCV,GA,2022,208.6
2024,DFCCV,GA,2023,153.2
2024,DFCCV,GA,2024,136.3
2024,DFCSB,GA,2020,6220
2024,DFCSB,GA,2021,7425
2024,DFCSB,GA,2022,7518
2024,DFCSB,GA,2023,6973
2024,DFCSB,GA,2024,7092
2024,DFEIB,GA,2020,594
2024,DFEIB,GA,2021,853
2024,DFEIB,GA,2022,2171
2024,DFEIB,GA,2023,448
2024,DFEIB,GA,2024,999
2024,DFEID,GA,2020,10.89
2024,DFEID,GA,2021,17.63
2024,DFEID,GA,2022,28.73
2024,DFEID,GA,2023,24.66
2024,DFEID,GA,2024,22.43
2024,DFEIP,GA,2020,103
2024,DFEIP,GA,2021,148
2024,DFEIP,GA,2022,377
2024,DFEIP,GA,2023,78
2024,DFEIP,GA,2024,173
2024,DFEIV,GA,2020,6.5
2024,DFEIV,GA,2021,15
2024,DFEIV,GA,2022,62.4
2024,DFEIV,GA,2023,11.1
2024,DFEIV,GA,2024,22.4
2024,DFICB,GA,2020,21905
2024,DFICB,GA,2021,29500
2024,DFICB,GA,2022,29822
2024,DFICB,GA,2023,29106
2024,DFICB,GA,2024,28245
2024,DFICD,GA,2020,11.42
2024,DFICD,GA,2021,15.76
2024,DFICD,GA,2022,27.09
2024,DFICD,GA,2023,23.51
2024,DFICD,GA,2024,20.32
2024,DFICP,GA,2020,3806
2024,DFICP,GA,2021,5118
2024,DFICP,GA,2022,5173
2024,DFICP,GA,2023,5050
2024,DFICP,GA,2024,4900
2024,DFICV,GA,2020,250.2
2024,DFICV,GA,2021,465
2024,DFICV,GA,2022,807.8
2024,DFICV,GA,2023,684.3
2024,DFICV,GA,2024,574.1
2024,DFISB,GA,2020,21905
2024,DFISB,GA,2021,29500
2024,DFISB,GA,2022,29822
2024,DFISB,GA,2023,29106
2024,DFISB,GA,2024,28245
2024,DFRCB,GA,2020,57
2024,DFRCB,GA,2021,82
2024,DFRCB,GA,2022,84
2024,DFRCB,GA,2023,78
2024,DFRCB,GA,2024,78
2024,DFRCD,GA,2020,16.07
2024,DFRCD,GA,2021,19.2
2024,DFRCD,GA,2022,29.02
2024,DFRCD,GA,2023,27.54
2024,DFRCD,GA,2024,24.08
2024,DFRCP,GA,2020,10
2024,DFRCP,GA,2021,14
2024,DFRCP,GA,2022,15
2024,DFRCP,GA,2023,14
2024,DFRCP,GA,2024,14
2024,DFRCV,GA,2020,0.9
2024,DFRCV,GA,2021,1.6
2024,DFRCV,GA,2022,2.5
2024,DFRCV,GA,2023,2.2
2024,DFRCV,GA,2024,1.9
2024,DFRFB,GA,2020,0
2024,DFRFB,GA,2021,0
2024,DFRFB,GA,2022,0
2024,DFRFB,GA,2023,0
2024,DFRFB,GA,2024,0
2024,DFRSB,GA,2020,57
2024,DFRSB,GA,2021,82
2024,DFRSB,GA,2022,84
2024,DFRSB,GA,2023,78
2024,DFRSB,GA,2024,78
2024,DFSCB,GA,2020,224394
2024,DFSCB,GA,2021,232513
2024,DFSCB,GA,2022,227352
2024,DFSCB,GA,2023,242831
2024,DFSCB,GA,2024,229953
2024,DFTCB,GA,2020,224394
2024,DFTCB,GA,2021,229803
2024,DFTCB,GA,2022,224887
2024,DFTCB,GA,2023,238847
2024,DFTCB,GA,2024,225916
2024,DFTCD,GA,2020,16.67
2024,DFTCD,GA,2021,21.27
2024,DFTCD,GA,2022,33.33
2024,DFTCD,GA,2023,28.29
2024,DFTCD,GA,2024,25.36
2024,DFTCP,GA,2020,38981
2024,DFTCP,GA,2021,39859
2024,DFTCP,GA,2022,39003
2024,DFTCP,GA,2023,41431
2024,DFTCP,GA,2024,39188
2024,DFTCV,GA,2020,3740
2024,DFTCV,GA,2021,4945.6
2024,DFTCV,GA,2022,7578.6
2024,DFTCV,GA,2023,6869.8
2024,DFTCV,GA,2024,5832.2
2024,DFTXB,GA,2020,223800
2024,DFTXB,GA,2021,228950
2024,DFTXB,GA,2022,222716
2024,DFTXB,GA,2023,238399
2024,DFTXB,GA,2024,224916
2024,DFTXD,GA,2020,16.68
2024,DFTXD,GA,2021,21.28
2024,DFTXD,GA,2022,33.38
2024,DFTXD,GA,2023,28.3
2024,DFTXD,GA,2024,25.38
2024,DFTXP,GA,2020,38878
2024,DFTXP,GA,2021,39711
2024,DFTXP,GA,2022,38627
2024,DFTXP,GA,2023,41353
2024,DFTXP,GA,2024,39014
2024,DFTXV,GA,2020,3733.5
2024,DFTXV,GA,2021,4930.6
2024,DFTXV,GA,2022,7516.3
2024,DFTXV,GA,2023,6858.8
2024,DFTXV,GA,2024,5809.7
2024,DKEIB,GA,2020,594
2024,DKEIB,GA,2021,853
2024,DKEIB,GA,2022,2171
2024,DKEIB,GA,2023,448
2024,DKEIB,GA,2024,999
2024,DKEID,GA,2020,10.89
2024,DKEID,GA,2021,17.63
2024,DKEID,GA,2022,28.73
2024,DKEID,GA,2023,24.66
2024,DKEID,GA,2024,22.43
2024,DKEIP,GA,2020,103
2024,DKEIP,GA,2021,148
2024,DKEIP,GA,2022,377
2024,DKEIP,GA,2023,78
2024,DKEIP,GA,2024,173
2024,DKEIV,GA,2020,6.5
2024,DKEIV,GA,2021,15
2024,DKEIV,GA,2022,62.4
2024,DKEIV,GA,2023,11.1
2024,DKEIV,GA,2024,22.4
2024,DMACB,GA,2020,189650
2024,DMACB,GA,2021,189934
2024,DMACB,GA,2022,183553
2024,DMACB,GA,2023,199894
2024,DMACB,GA,2024,187319
2024,DMACE,GA,2020,14.061
2024,DMACE,GA,2021,14.082
2024,DMACE,GA,2022,13.609
2024,DMACE,GA,2023,14.82
2024,DMACE,GA,2024,13.888
2024,DMACP,GA,2020,32868
2024,DMACP,GA,2021,32918
2024,DMACP,GA,2022,31812
2024,DMACP,GA,2023,34644
2024,DMACP,GA,2024,32464
2024,DMCCB,GA,2020,6220
2024,DMCCB,GA,2021,7425
2024,DMCCB,GA,2022,7518
2024,DMCCB,GA,2023,6973
2024,DMCCB,GA,2024,7092
2024,DMCCE,GA,2020,0.461
2024,DMCCE,GA,2021,0.551
2024,DMCCE,GA,2022,0.557
2024,DMCCE,GA,2023,0.517
2024,DMCCE,GA,2024,0.526
2024,DMCCP,GA,2020,1078
2024,DMCCP,GA,2021,1287
2024,DMCCP,GA,2022,1303
2024,DMCCP,GA,2023,1209
2024,DMCCP,GA,2024,1229
2024,DMEIB,GA,2020,594
2024,DMEIB,GA,2021,853
2024,DMEIB,GA,2022,2171
2024,DMEIB,GA,2023,448
2024,DMEIB,GA,2024,999
2024,DMEIE,GA,2020,0.044
2024,DMEIE,GA,2021,0.063
2024,DMEIE,GA,2022,0.161
2024,DMEIE,GA,2023,0.033
2024,DMEIE,GA,2024,0.074
2024,DMEIP,GA,2020,103
2024,DMEIP,GA,2021,148
2024,DMEIP,GA,2022,377
2024,DMEIP,GA,2023,78
2024,DMEIP,GA,2024,173
2024,DMICB,GA,2020,21905
2024,DMICB,GA,2021,29500
2024,DMICB,GA,2022,29822
2024,DMICB,GA,2023,29106
2024,DMICB,GA,2024,28245
2024,DMICE,GA,2020,1.62
2024,DMICE,GA,2021,2.182
2024,DMICE,GA,2022,2.206
2024,DMICE,GA,2023,2.153
2024,DMICE,GA,2024,2.089
2024,DMICP,GA,2020,3806
2024,DMICP,GA,2021,5118
2024,DMICP,GA,2022,5173
2024,DMICP,GA,2023,5050
2024,DMICP,GA,2024,4900
2024,DMRCB,GA,2020,57
2024,DMRCB,GA,2021,82
2024,DMRCB,GA,2022,84
2024,DMRCB,GA,2023,78
2024,DMRCB,GA,2024,78
2024,DMRCE,GA,2020,0.004
2024,DMRCE,GA,2021,0.006
2024,DMRCE,GA,2022,0.006
2024,DMRCE,GA,2023,0.006
2024,DMRCE,GA,2024,0.006
2024,DMRCP,GA,2020,10
2024,DMRCP,GA,2021,14
2024,DMRCP,GA,2022,15
2024,DMRCP,GA,2023,14
2024,DMRCP,GA,2024,14
2024,DMTCB,GA,2020,218426
2024,DMTCB,GA,2021,227796
2024,DMTCB,GA,2022,223148
2024,DMTCB,GA,2023,236500
2024,DMTCB,GA,2024,223734
2024,DMTCE,GA,2020,16.19
2024,DMTCE,GA,2021,16.884
2024,DMTCE,GA,2022,16.539
2024,DMTCE,GA,2023,17.529
2024,DMTCE,GA,2024,16.583
2024,DMTCP,GA,2020,37865
2024,DMTCP,GA,2021,39485
2024,DMTCP,GA,2022,38679
2024,DMTCP,GA,2023,40993
2024,DMTCP,GA,2024,38781
2024,ELEXB,GA,2020,0
2024,ELEXB,GA,2021,0
2024,ELEXB,GA,2022,0
2024,ELEXB,GA,2023,0
2024,ELEXB,GA,2024,0
2024,ELEXD,GA,2020,0
2024,ELEXD,GA,2021,0
2024,ELEXD,GA,2022,0
2024,ELEXD,GA,2023,0
2024,ELEXD,GA,2024,0
2024,ELEXP,GA,2020,0
2024,ELEXP,GA,2021,0
2024,ELEXP,GA,2022,0
2024,ELEXP,GA,2023,0
2024,ELEXP,GA,2024,0
2024,ELEXV,GA,2020,0
2024,ELEXV,GA,2021,0
2024,ELEXV,GA,2022,0
2024,ELEXV,GA,2023,0
2024,ELEXV,GA,2024,0
2024,ELGBP,GA,2020,37279
2024,ELGBP,GA,2021,38250
2024,ELGBP,GA,2022,36198
2024,ELGBP,GA,2023,37786
2024,ELGBP,GA,2024,39746
2024,ELIMB,GA,2020,0
2024,ELIMB,GA,2021,0
2024,ELIMB,GA,2022,0
2024,ELIMB,GA,2023,0
2024,ELIMB,GA,2024,0
2024,ELIMD,GA,2020,0
2024,ELIMD,GA,2021,0
2024,ELIMD,GA,2022,0
2024,ELIMD,GA,2023,0
2024,ELIMD,GA,2024,0
2024,ELIMP,GA,2020,0
2024,ELIMP,GA,2021,0
2024,ELIMP,GA,2022,0
2024,ELIMP,GA,2023,0
2024,ELIMP,GA,2024,0
2024,ELIMV,GA,2020,0
2024,ELIMV,GA,2021,0
2024,ELIMV,GA,2022,0
2024,ELIMV,GA,2023,0
2024,ELIMV,GA,2024,0
2024,ELISB,GA,2020,216432
2024,ELISB,GA,2021,219622
2024,ELISB,GA,2022,262299
2024,ELISB,GA,2023,211280
2024,ELISB,GA,2024,197287
2024,ELISP,GA,2020,25731
2024,ELISP,GA,2021,25603
2024,ELISP,GA,2022,31224
2024,ELISP,GA,2023,24582
2024,ELISP,GA,2024,23143
2024,ELNIB,GA,2020,0
2024,ELNIB,GA,2021,0
2024,ELNIB,GA,2022,0
2024,ELNIB,GA,2023,0
2024,ELNIB,GA,2024,0
2024,ELNIP,GA,2020,0
2024,ELNIP,GA,2021,0
2024,ELNIP,GA,2022,0
2024,ELNIP,GA,2023,0
2024,ELNIP,GA,2024,0
2024,ELVHN,GA,2020,32.1
2024,ELVHN,GA,2021,46.1
2024,ELVHN,GA,2022,67.2
2024,ELVHN,GA,2023,108.4
2024,ELVHN,GA,2024,141.4
2024,ELVHS,GA,2020,0.4
2024,ELVHS,GA,2021,0.5
2024,ELVHS,GA,2022,0.8
2024,ELVHS,GA,2023,1.2
2024,ELVHS,GA,2024,1.6
2024,EMACB,GA,2020,36062
2024,EMACB,GA,2021,37520
2024,EMACB,GA,2022,36859
2024,EMACB,GA,2023,40631
2024,EMACB,GA,2024,39435
2024,EMCCB,GA,2020,862
2024,EMCCB,GA,2021,877
2024,EMCCB,GA,2022,908
2024,EMCCB,GA,2023,907
2024,EMCCB,GA,2024,798
2024,EMFDB,GA,2020,6641
2024,EMFDB,GA,2021,0
2024,EMFDB,GA,2022,0
2024,EMFDB,GA,2023,0
2024,EMFDB,GA,2024,0
2024,EMICB,GA,2020,450
2024,EMICB,GA,2021,454
2024,EMICB,GA,2022,472
2024,EMICB,GA,2023,471
2024,EMICB,GA,2024,555
2024,EMLCB,GA,2020,2578
2024,EMLCB,GA,2021,0
2024,EMLCB,GA,2022,0
2024,EMLCB,GA,2023,0
2024,EMLCB,GA,2024,0
2024,EMTCB,GA,2020,37373
2024,EMTCB,GA,2021,38851
2024,EMTCB,GA,2022,38238
2024,EMTCB,GA,2023,42010
2024,EMTCB,GA,2024,40788
2024,ENACP,GA,2020,10374
2024,ENACP,GA,2021,10786
2024,ENACP,GA,2022,10585
2024,ENACP,GA,2023,11677
2024,ENACP,GA,2024,11321
2024,ENCCP,GA,2020,248
2024,ENCCP,GA,2021,252
2024,ENCCP,GA,2022,261
2024,ENCCP,GA,2023,261
2024,ENCCP,GA,2024,229
2024,ENICP,GA,2020,129
2024,ENICP,GA,2021,130
2024,ENICP,GA,2022,135
2024,ENICP,GA,2023,135
2024,ENICP,GA,2024,159
2024,ENPRP,GA,2020,1169
2024,ENPRP,GA,2021,0
2024,ENPRP,GA,2022,0
2024,ENPRP,GA,2023,0
2024,ENPRP,GA,2024,0
2024,ENTCP,GA,2020,10751
2024,ENTCP,GA,2021,11168
2024,ENTCP,GA,2022,10981
2024,ENTCP,GA,2023,12073
2024,ENTCP,GA,2024,11709
2024,EQICB,GA,2020,0
2024,EQICB,GA,2021,0
2024,EQICB,GA,2022,0
2024,EQICB,GA,2023,0
2024,EQICB,GA,2024,0
2024,EQICP,GA,2020,0
2024,EQICP,GA,2021,0
2024,EQICP,GA,2022,0
2024,EQICP,GA,2023,0
2024,EQICP,GA,2024,0
2024,EQTCB,GA,2020,0
2024,EQTCB,GA,2021,0
2024,EQTCB,GA,2022,0
2024,EQTCB,GA,2023,0
2024,EQTCB,GA,2024,0
2024,EQTCP,GA,2020,0
2024,EQTCP,GA,2021,0
2024,EQTCP,GA,2022,0
2024,EQTCP,GA,2023,0
2024,EQTCP,GA,2024,0
2024,ESACB,GA,2020,480
2024,ESACB,GA,2021,488
2024,ESACB,GA,2022,490
2024,ESACB,GA,2023,492
2024,ESACB,GA,2024,517
2024,ESACD,GA,2020,15.81
2024,ESACD,GA,2021,19.37
2024,ESACD,GA,2022,27.33
2024,ESACD,GA,2023,21.38
2024,ESACD,GA,2024,22.4
2024,ESACP,GA,2020,141
2024,ESACP,GA,2021,143
2024,ESACP,GA,2022,144
2024,ESACP,GA,2023,144
2024,ESACP,GA,2024,152
2024,ESACV,GA,2020,7.6
2024,ESACV,GA,2021,9.4
2024,ESACV,GA,2022,13.4
2024,ESACV,GA,2023,10.5
2024,ESACV,GA,2024,11.6
2024,ESCCB,GA,2020,151157
2024,ESCCB,GA,2021,156191
2024,ESCCB,GA,2022,169033
2024,ESCCB,GA,2023,175393
2024,ESCCB,GA,2024,188249
2024,ESCCD,GA,2020,29.55
2024,ESCCD,GA,2021,31.11
2024,ESCCD,GA,2022,35.47
2024,ESCCD,GA,2023,31.35
2024,ESCCD,GA,2024,31.85
2024,ESCCP,GA,2020,44302
2024,ESCCP,GA,2021,45777
2024,ESCCP,GA,2022,49541
2024,ESCCP,GA,2023,51405
2024,ESCCP,GA,2024,55173
2024,ESCCV,GA,2020,4466.3
2024,ESCCV,GA,2021,4858.5
2024,ESCCV,GA,2022,5995.2
2024,ESCCV,GA,2023,5498
2024,ESCCV,GA,2024,5995
2024,ESICB,GA,2020,105116
2024,ESICB,GA,2021,111774
2024,ESICB,GA,2022,116726
2024,ESICB,GA,2023,109414
2024,ESICB,GA,2024,111288
2024,ESICD,GA,2020,16.91
2024,ESICD,GA,2021,19.02
2024,ESICD,GA,2022,25.36
2024,ESICD,GA,2023,20.16
2024,ESICD,GA,2024,21.14
2024,ESICP,GA,2020,30808
2024,ESICP,GA,2021,32759
2024,ESICP,GA,2022,34210
2024,ESICP,GA,2023,32068
2024,ESICP,GA,2024,32617
2024,ESICV,GA,2020,1777.4
2024,ESICV,GA,2021,2125.6
2024,ESICV,GA,2022,2959.9
2024,ESICV,GA,2023,2205.7
2024,ESICV,GA,2024,2352.1
2024,ESISB,GA,2020,105116
2024,ESISB,GA,2021,111774
2024,ESISB,GA,2022,116726
2024,ESISB,GA,2023,109414
2024,ESISB,GA,2024,111288
2024,ESRCB,GA,2020,198648
2024,ESRCB,GA,2021,200233
2024,ESRCB,GA,2022,208611
2024,ESRCB,GA,2023,199303
2024,ESRCB,GA,2024,211759
2024,ESRCD,GA,2020,35.22
2024,ESRCD,GA,2021,36.66
2024,ESRCD,GA,2022,40.45
2024,ESRCD,GA,2023,40.12
2024,ESRCD,GA,2024,41.27
2024,ESRCP,GA,2020,58220
2024,ESRCP,GA,2021,58685
2024,ESRCP,GA,2022,61140
2024,ESRCP,GA,2023,58412
2024,ESRCP,GA,2024,62063
2024,ESRCV,GA,2020,6995.9
2024,ESRCV,GA,2021,7339.6
2024,ESRCV,GA,2022,8437.9
2024,ESRCV,GA,2023,7996.7
2024,ESRCV,GA,2024,8740
2024,ESRFB,GA,2020,0
2024,ESRFB,GA,2021,0
2024,ESRFB,GA,2022,0
2024,ESRFB,GA,2023,0
2024,ESRFB,GA,2024,0
2024,ESRPP,GA,2020,5425
2024,ESRPP,GA,2021,5437
2024,ESRPP,GA,2022,5594
2024,ESRPP,GA,2023,5280
2024,ESRPP,GA,2024,5539
2024,ESSCB,GA,2020,455400
2024,ESSCB,GA,2021,468686
2024,ESSCB,GA,2022,494860
2024,ESSCB,GA,2023,484602
2024,ESSCB,GA,2024,511814
2024,ESTCB,GA,2020,455400
2024,ESTCB,GA,2021,468686
2024,ESTCB,GA,2022,494860
2024,ESTCB,GA,2023,484602
2024,ESTCB,GA,2024,511814
2024,ESTCD,GA,2020,29.09
2024,ESTCD,GA,2021,30.58
2024,ESTCD,GA,2022,35.17
2024,ESTCD,GA,2023,32.42
2024,ESTCD,GA,2024,33.41
2024,ESTCP,GA,2020,133470
2024,ESTCP,GA,2021,137364
2024,ESTCP,GA,2022,145035
2024,ESTCP,GA,2023,142029
2024,ESTCP,GA,2024,150004
2024,ESTCV,GA,2020,13247.1
2024,ESTCV,GA,2021,14333.2
2024,ESTCV,GA,2022,17406.4
2024,ESTCV,GA,2023,15710.9
2024,ESTCV,GA,2024,17098.7
2024,ESTPP,GA,2020,12436
2024,ESTPP,GA,2021,12727
2024,ESTPP,GA,2022,13269
2024,ESTPP,GA,2023,12837
2024,ESTPP,GA,2024,13388
2024,ESTXB,GA,2020,455400
2024,ESTXB,GA,2021,468686
2024,ESTXB,GA,2022,494860
2024,ESTXB,GA,2023,484602
2024,ESTXB,GA,2024,511814
2024,ESTXD,GA,2020,29.09
2024,ESTXD,GA,2021,30.58
2024,ESTXD,GA,2022,35.17
2024,ESTXD,GA,2023,32.42
2024,ESTXD,GA,2024,33.41
2024,ESTXP,GA,2020,133470
2024,ESTXP,GA,2021,137364
2024,ESTXP,GA,2022,145035
2024,ESTXP,GA,2023,142029
2024,ESTXP,GA,2024,150004
2024,ESTXV,GA,2020,13247.1
2024,ESTXV,GA,2021,14333.2
2024,ESTXV,GA,2022,17406.4
2024,ESTXV,GA,2023,15710.9
2024,ESTXV,GA,2024,17098.7
2024,ESVHP,GA,2020,58
2024,ESVHP,GA,2021,71
2024,ESVHP,GA,2022,109
2024,ESVHP,GA,2023,289
2024,ESVHP,GA,2024,401
2024,EV0CN,GA,2020,0
2024,EV0CN,GA,2021,0
2024,EV0CN,GA,2022,0
2024,EV0CN,GA,2023,0
2024,EV0CN,GA,2024,0
2024,EV1CN,GA,2020,239
2024,EV1CN,GA,2021,230
2024,EV1CN,GA,2022,230
2024,EV1CN,GA,2023,230
2024,EV1CN,GA,2024,224
2024,EV2CN,GA,2020,3508
2024,EV2CN,GA,2021,3964
2024,EV2CN,GA,2022,4458
2024,EV2CN,GA,2023,4933
2024,EV2CN,GA,2024,5674
2024,EV2CR,GA,2020,3.87
2024,EV2CR,GA,2021,2.89
2024,EV2CR,GA,2022,3.08
2024,EV2CR,GA,2023,2.89
2024,EV2CR,GA,2024,2.92
2024,EVCHN,GA,2020,4265
2024,EVCHN,GA,2021,4828
2024,EVCHN,GA,2022,5536
2024,EVCHN,GA,2023,6361
2024,EVCHN,GA,2024,7446
2024,EVCHP,GA,2020,989
2024,EVCHP,GA,2021,1538
2024,EVCHP,GA,2022,1659
2024,EVCHP,GA,2023,2016
2024,EVCHP,GA,2024,2346
2024,EVDCN,GA,2020,518
2024,EVDCN,GA,2021,634
2024,EVDCN,GA,2022,848
2024,EVDCN,GA,2023,1198
2024,EVDCN,GA,2024,1548
2024,EVDCR,GA,2020,3.3
2024,EVDCR,GA,2021,2.98
2024,EVDCR,GA,2022,3.31
2024,EVDCR,GA,2023,3.36
2024,EVDCR,GA,2024,3.44
2024,EVNNP,GA,2020,131
2024,EVNNP,GA,2021,131
2024,EVNNP,GA,2022,12
2024,EVNNP,GA,2023,19
2024,EVNNP,GA,2024,19
2024,EVNOP,GA,2020,135
2024,EVNOP,GA,2021,147
2024,EVNOP,GA,2022,149
2024,EVNOP,GA,2023,162
2024,EVNOP,GA,2024,165
2024,EVNTP,GA,2020,723
2024,EVNTP,GA,2021,1260
2024,EVNTP,GA,2022,1498
2024,EVNTP,GA,2023,1835
2024,EVNTP,GA,2024,2162
2024,EVPPP,GA,2020,46
2024,EVPPP,GA,2021,47
2024,EVPPP,GA,2022,50
2024,EVPPP,GA,2023,38
2024,EVPPP,GA,2024,32
2024,EVPUP,GA,2020,917
2024,EVPUP,GA,2021,1456
2024,EVPUP,GA,2022,1570
2024,EVPUP,GA,2023,1921
2024,EVPUP,GA,2024,2231
2024,EVPVP,GA,2020,26
2024,EVPVP,GA,2021,35
2024,EVPVP,GA,2022,39
2024,EVPVP,GA,2023,57
2024,EVPVP,GA,2024,83
2024,EYICB,GA,2020,0
2024,EYICB,GA,2021,0
2024,EYICB,GA,2022,0
2024,EYICB,GA,2023,0
2024,EYICB,GA,2024,0
2024,EYICP,GA,2020,0
2024,EYICP,GA,2021,0
2024,EYICP,GA,2022,0
2024,EYICP,GA,2023,0
2024,EYICP,GA,2024,0
2024,EYTCB,GA,2020,0
2024,EYTCB,GA,2021,0
2024,EYTCB,GA,2022,0
2024,EYTCB,GA,2023,0
2024,EYTCB,GA,2024,0
2024,EYTCP,GA,2020,0
2024,EYTCP,GA,2021,0
2024,EYTCP,GA,2022,0
2024,EYTCP,GA,2023,0
2024,EYTCP,GA,2024,0
2024,FFACE,GA,2020,55.818
2024,FFACE,GA,2021,58.41
2024,FFACE,GA,2022,59.561
2024,FFACE,GA,2023,64.209
2024,FFACE,GA,2024,63.335
2024,FFCCE,GA,2020,4.303
2024,FFCCE,GA,2021,4.557
2024,FFCCE,GA,2022,4.769
2024,FFCCE,GA,2023,4.437
2024,FFCCE,GA,2024,4.583
2024,FFEIE,GA,2020,37.302
2024,FFEIE,GA,2021,40.858
2024,FFEIE,GA,2022,40.434
2024,FFEIE,GA,2023,39.9
2024,FFEIE,GA,2024,40.055
2024,FFGBP,GA,2020,26084
2024,FFGBP,GA,2021,26141
2024,FFGBP,GA,2022,23532
2024,FFGBP,GA,2023,23457
2024,FFGBP,GA,2024,23359
2024,FFICE,GA,2020,11.83
2024,FFICE,GA,2021,12.76
2024,FFICE,GA,2022,12.471
2024,FFICE,GA,2023,12.065
2024,FFICE,GA,2024,12.166
2024,FFRCE,GA,2020,7.048
2024,FFRCE,GA,2021,7.377
2024,FFRCE,GA,2022,7.788
2024,FFRCE,GA,2023,7.064
2024,FFRCE,GA,2024,7.687
2024,FFTCB,GA,2020,1812489
2024,FFTCB,GA,2021,1902096
2024,FFTCB,GA,2022,1932997
2024,FFTCB,GA,2023,1971644
2024,FFTCB,GA,2024,1964252
2024,FFTCE,GA,2020,116.302
2024,FFTCE,GA,2021,123.963
2024,FFTCE,GA,2022,125.023
2024,FFTCE,GA,2023,127.675
2024,FFTCE,GA,2024,127.826
2024,FNICB,GA,2020,0
2024,FNICB,GA,2021,0
2024,FNICB,GA,2022,0
2024,FNICB,GA,2023,0
2024,FNICB,GA,2024,0
2024,FNICD,GA,2020,0
2024,FNICD,GA,2021,0
2024,FNICD,GA,2022,0
2024,FNICD,GA,2023,0
2024,FNICD,GA,2024,0
2024,FNICP,GA,2020,0
2024,FNICP,GA,2021,0
2024,FNICP,GA,2022,0
2024,FNICP,GA,2023,0
2024,FNICP,GA,2024,0
2024,FNICV,GA,2020,0
2024,FNICV,GA,2021,0
