county,geoid,geoidfq,tract,pop,median_age,land_km2,water_km2,water_share,pop_density,housing_units,housing_occupied,housing_vacant,hu_density,vacancy_rate,persons_per_hh,median_hh_income,income_per_capita,poverty_universe,poverty_below,poverty_rate,commuters,commute_drove_alone,commute_transit,commute_wfh,mean_commute_min,drove_alone_share,transit_share,wfh_share
Bartow,13015960602,1400000US13015960602,960602,3660,32.8,7.597225,0,0,481.7548512779337,1495,1262,233,196.78237777609587,0.15585284280936454,2.88,75898,39313,3639,674,0.1852157186040121,1582,1374,0,72,23.612582781456954,0.8685208596713021,0,0.045512010113780026
Bartow,13015960701,1400000US13015960701,960701,4014,36.8,5.166646,0,0,776.9063334317854,1984,1750,234,384.001536006144,0.11794354838709678,2.14,73117,39148,3771,583,0.15460090161760806,2178,1822,4,124,19.513145082765337,0.8365472910927456,0.0018365472910927456,0.05693296602387511
Bartow,13015960702,1400000US13015960702,960702,3429,46.1,60.506667,7.424607,0.1092958598126689,56.67144085130321,1718,1602,116,28.393565290912488,0.06752037252619325,2.14,62206,44225,3429,67,0.019539224263633713,1872,1564,0,108,28.452380952380953,0.8354700854700855,0,0.057692307692307696
Bartow,13015960801,1400000US13015960801,960801,4728,35.1,19.439405,4.684977,0.19420091258710792,243.21732069474348,1557,1425,132,80.09504406127657,0.08477842003853564,3.32,60045,25892,4662,944,0.20248820248820248,2158,1706,11,178,30.964646464646464,0.7905468025949953,0.005097312326227989,0.082483781278962
Bartow,13015960802,1400000US13015960802,960802,3391,34.7,13.851421,4.25863,0.23515284413058804,244.81242754804722,1305,1176,129,94.21416040996804,0.09885057471264368,2.88,50774,21228,3391,917,0.27042170451194336,1353,1086,0,74,27.525410476935104,0.802660753880266,0,0.05469327420546933
Bartow,13015960804,1400000US13015960804,960804,3977,39.8,48.000981,0.177187,0.0036777446581198357,82.85247336924218,1480,1405,75,30.832703189961887,0.05067567567567568,2.83,105020,44430,3977,245,0.061604224289665575,2043,1588,0,322,30.32539221382917,0.7772883015173764,0,0.15761135584924132
Bartow,13015960805,1400000US13015960805,960805,1809,50.5,29.219835,5.20436,0.15118320123389958,61.91000051848342,935,834,101,31.998811766048647,0.10802139037433155,2.15,51250,34221,1785,286,0.16022408963585436,761,655,0,59,23.78205128205128,0.8607095926412615,0,0.07752956636005257
Bartow,13015960901,1400000US13015960901,960901,2744,37.8,33.41314,0.737846,0.021605408406070618,82.1233802031177,993,923,70,29.718847136186543,0.07049345417925479,2.97,84688,30390,2740,149,0.05437956204379562,1504,1379,7,10,28.49397590361446,0.9168882978723404,0.004654255319148936,0.006648936170212766
Bartow,13015960902,1400000US13015960902,960902,7677,37.1,36.656198,0.172819,0.0046924684413922856,209.43252216173644,2705,2459,246,73.79379607235862,0.09094269870609982,3.12,85792,35050,7661,477,0.06226341208719488,3763,2971,16,401,32.00773349196906,0.7895296306138719,0.004251926654265214,0.10656391177252192
Bartow,13015961001,1400000US13015961001,961001,5426,35.7,84.072208,2.165215,0.02510760322696563,64.53975848951177,1965,1851,114,23.372765468464916,0.05801526717557252,2.93,97993,33133,5403,252,0.046640755136035536,2748,2032,0,236,29.599920382165607,0.7394468704512372,0,0.0858806404657933
Bartow,13015961002,1400000US13015961002,961002,3279,50.9,93.355771,0.274959,0.002936632022414009,35.123698994462806,1356,1259,97,14.525079547572908,0.0715339233038348,2.6,63147,32248,3279,435,0.13266239707227814,1348,1159,0,51,36.491904394757135,0.8597922848664689,0,0.037833827893175076
Cherokee,13057090101,1400000US13057090101,090101,4968,39,83.602201,0.546159,0.006490429522334125,59.42427281310453,1771,1760,11,21.183652808375225,0.006211180124223602,2.82,87750,42330,4962,214,0.04312777106005643,2717,2298,0,174,33.80652772316162,0.8457857931542142,0,0.06404122193595878
Cherokee,13057090102,1400000US13057090102,090102,4964,42.1,75.343447,0.739355,0.009717767755188617,65.88496010807683,1775,1775,0,23.55878408377042,0,2.8,98750,38902,4964,465,0.09367445608380338,2495,1770,0,405,32.11244019138756,0.7094188376753507,0,0.1623246492985972
Cherokee,13057090103,1400000US13057090103,090103,2067,38.7,19.881952,0.241766,0.01201398270438892,103.9636349589819,901,882,19,45.31748190519724,0.021087680355160933,2.34,107572,46262,2059,19,0.009227780475959204,1269,1095,0,61,29.27980132450331,0.8628841607565012,0,0.04806934594168637
Cherokee,13057090201,1400000US13057090201,090201,2226,46.5,37.118378,0.185085,0.004961603698830856,59.97029288294871,873,841,32,23.519346669727863,0.03665521191294387,2.65,78474,44881,2226,387,0.1738544474393531,1326,1060,0,146,26.271186440677965,0.799396681749623,0,0.11010558069381599
