county,geoid,geoidfq,tract,pop,median_age,land_km2,water_km2,water_share,pop_density,housing_units,housing_occupied,housing_vacant,hu_density,vacancy_rate,persons_per_hh,median_hh_income,income_per_capita,poverty_universe,poverty_below,poverty_rate,commuters,commute_drove_alone,commute_transit,commute_wfh,mean_commute_min,drove_alone_share,transit_share,wfh_share
Cobb,13067031216,1400000US13067031216,031216,3074,37,1.40936,0.00851,0.006001960687510139,2181.131861270364,1898,1740,158,1346.7105636601011,0.08324552160168598,1.77,95274,93829,3074,54,0.01756668835393624,1990,997,0,931,23.135033050047216,0.5010050251256282,0,0.4678391959798995
Cobb,13067031217,1400000US13067031217,031217,3962,28.9,2.220705,0.015387,0.006881201667909907,1784.1181066373065,2073,1959,114,933.4873384803474,0.05499276410998553,2.02,71013,47899,3962,359,0.0906108026249369,2415,1777,29,542,23.262146289375334,0.7358178053830228,0.012008281573498964,0.22443064182194616
Cobb,13067031218,1400000US13067031218,031218,2303,33.7,0.912636,0.017356,0.018662526129257027,2523.4595172664676,1531,1321,210,1677.5581940664185,0.13716525146962769,1.74,98424,73342,2303,70,0.030395136778115502,1729,1296,0,327,26.16262482168331,0.7495662232504338,0,0.18912666281087334
Cobb,13067031219,1400000US13067031219,031219,1997,29,0.572921,0.003809,0.006604476964957606,3485.646363111144,1230,1145,85,2146.892852592242,0.06910569105691057,1.74,83398,61435,1997,82,0.041061592388582875,1438,1154,0,265,25.59676044330776,0.8025034770514604,0,0.18428372739916551
Cobb,13067031220,1400000US13067031220,031220,2415,44.7,1.972918,0.036928,0.01837354702798125,1224.0752023145412,1788,1348,440,906.2718268067907,0.24608501118568232,1.79,66433,54479,2415,326,0.1349896480331263,1582,1021,0,300,26.723868954758192,0.645385587863464,0,0.18963337547408343
Cobb,13067031221,1400000US13067031221,031221,2833,38.3,4.595615,0,0,616.4572097532105,1384,1290,94,301.15664606369336,0.06791907514450866,2.2,147622,81017,2833,125,0.04412283798093893,1794,1110,0,489,33.23754789272031,0.6187290969899666,0,0.2725752508361204
Cobb,13067031306,1400000US13067031306,031306,4542,33,5.539411,0.002515,4.5381334936626727e-4,819.9427700887333,1687,1527,160,304.5450139012974,0.0948429164196799,2.97,81477,34297,4485,363,0.08093645484949832,2347,1771,0,296,32.081911262798634,0.7545803152961227,0,0.12611844908393693
Cobb,13067031308,1400000US13067031308,031308,4734,36,6.403618,0.016824,0.0026203803414157466,739.2695816646152,1812,1617,195,282.9650363279009,0.1076158940397351,2.92,64321,31844,4727,618,0.13073831182568224,2053,1260,0,205,36.996753246753244,0.6137359961032636,0,0.09985387238188018
Cobb,13067031314,1400000US13067031314,031314,5850,36.4,8.247215,0.174967,0.020774545123817083,709.3303618251737,2448,2383,65,296.8274744868419,0.026552287581699346,2.45,124534,57641,5850,160,0.02735042735042735,3869,2646,10,1075,29.346814602720116,0.6838976479710519,0.0025846471956577927,0.2778495735332127
Cobb,13067031315,1400000US13067031315,031315,5277,42.3,7.206713,0.019392,0.0026836034073681463,732.2339601979432,1867,1842,25,259.06401434329354,0.01339046598821639,2.86,179387,80683,5277,119,0.022550691680879288,2793,1949,32,761,37.123523622047244,0.6978159684926603,0.011457214464733263,0.2724668814894379
Cobb,13067031316,1400000US13067031316,031316,6238,36.9,6.438016,0.190747,0.028775655427717057,968.9320436606557,2401,2276,125,372.94098057538224,0.05206164098292378,2.74,117650,48100,6143,435,0.07081230669054209,3578,2354,79,420,29.385687143761874,0.6579094466182225,0.022079373951928452,0.11738401341531582
Cobb,13067031317,1400000US13067031317,031317,5537,35.8,6.17643,0,0,896.4725577720463,2013,1934,79,325.91642745080895,0.039244908097367116,2.86,68592,32798,5537,488,0.08813436879176449,2323,1736,53,151,30.303867403314918,0.7473095135600517,0.022815325010761944,0.06500215238915195
Cobb,13067031318,1400000US13067031318,031318,4875,31.9,2.788606,0.015098,0.005385019245968904,1748.185294014285,2021,1837,184,724.7348675287939,0.09104403760514597,2.65,58843,26861,4875,1182,0.24246153846153845,2622,1948,0,536,33.66251198465964,0.7429443173150267,0,0.2044241037376049
